公司	年	月	日	季底普通股市值	ROE(A)－稅後	營業毛利率	稅後淨利成長率	自由現金流量(D)	ROE標準差(Rolling三年)	流動比率	負債比率	利息保障倍數	現金股利率	CAPM_Beta 一年	收盤價(元)_年	近一年報酬率 %	下一年成長
2491 吉祥全	2017	12	29	540596	4.64	23.95	176.45	70026	5.435276749	274.92	65.77	2.36	0	-0.1203	6.9	-8.7122	-19.3142
2491 吉祥全	2018	12	28	462525	-5.77	23.65	-227.86	1122650	6.147311065	43.22	65.91	-0.78	0	0.8109	5.54	-19.3142	66.8431
2491 吉祥全	2019	12	31	771695	86.09	-13.72	2695.99	-1404512	50.30031511	971.01	11.12	53.61	0	0.2737	9.25	66.8431	6.2693
2491 吉祥全	2020	12	31	820080	11.35	59.95	-80.04	26854	48.84912418	1349.69	8.06	751.05	4	0.9731	9.83	6.2693	
2492 華新科	2007	12	31	13700019	7.98	21.46	-18.76	-1174050		140.86	43.83	9.68	1.77	1.0266	17.21	-21.3544	-67.5039
2492 華新科	2008	12	31	4302976	-0.91	12.06	-114.56	-5022321		157.37	50.45	0.89	0	1.1843	5.59	-67.5039	213.1801
2492 華新科	2009	12	31	13408800	4.25	14.53	666.06	3216648	4.464127388	164.84	45.8	5.15	0	1.1903	17.49	213.1801	-1.9803
2492 華新科	2010	12	31	13146962	6.43	14.68	53.7	-1476995	3.76947388	184.95	53.4	9.32	0.65	1.1745	17.14	-1.9803	-57.1918
2492 華新科	2011	12	30	5568808	-4.39	6.74	-154.82	4388074	5.722388779	245.65	40.24	-3.3	0	1.2947	7.35	-57.1918	-12.8677
2492 華新科	2012	12	28	4906348	-9.08	2.88	-47.63	1791966	7.954334248	197.73	40.45	-8.62	0	1.3656	6.47	-12.8677	12.518
2492 華新科	2013	12	31	5520504	-3.32	9.89	65.3	1772266	3.063728665	160.6	39.11	-3.27	0	0.941	7.28	12.518	51.8753
2492 華新科	2014	12	31	8299215	4.14	14.94	231.34	-1171755	6.628192313	204.37	39.36	7.96	2.47	1.1856	11.06	51.8753	59.0197
2492 華新科	2015	12	31	11144000	7.99	18.06	97.42	1181481	5.750220286	209.15	41.03	16.6	3.77	1.2679	17.73	59.0197	71.9227
2492 華新科	2016	12	30	18311300	14.49	23.63	81.83	2171528	5.23123631	184.8	43.66	30.56	3.4	1.3088	30.54	71.9227	190.5349
2492 華新科	2017	12	29	51009000	15.89	25.97	22.14	2606946	4.215447782	155.06	45.58	41.58	3.81	1.3021	87.77	190.5349	47.2621
2492 華新科	2018	12	28	74813200	72.81	60.4	631.88	7385854	33.27428637	172.23	41.21	237.22	10.58	2.1888	130.37	47.2621	71.9256
2492 華新科	2019	12	31	116106200	19.17	34.36	-65.51	4080718	31.95803081	178.17	39.25	105.02	2.3	1.6951	224.49	71.9256	-0.5852
2492 華新科	2020	12	31	111977822	17.56	31.58	1.93	-2160074	31.44414148	201.8	44.38	49.64	2.6	1.446	223.16	-0.5852	
2493 揚博	2007	12	31	1376498	6.8	21.64	9.08	159512		270.46	29.35	14.58	5.94	1.0342	3.97	-16.5021	-32.4608
2493 揚博	2008	12	31	808035	2.06	28.19	-70.68	145503		486.19	16.87	12.38	3.54	0.9551	2.68	-32.4608	227.3086
2493 揚博	2009	12	31	2517614	-2.15	17.47	-209.04	41529	4.477614692	418.59	15.77	-26.37	0	0.765	8.8	227.3086	-19.3183
2493 揚博	2010	12	31	2031257	9.93	26.99	604.48	6473	6.131712648	262.41	28.96	166.61	8.45	1.0813	7.1	-19.3183	21.6293
2493 揚博	2011	12	30	2305906	18.56	30.43	92.39	183722	10.40278328	252.01	32.35	359.18	14.39	1.0564	8.64	21.6293	45.2203
2493 揚博	2012	12	28	3032581	16.17	26.86	-12.23	348872	4.455831385	343.74	25.12	295.59	8.68	0.8912	12.72	45.2203	-2.9889
2493 揚博	2013	12	31	2700713	12.3	26.24	-25.45	261135	3.159024111	334.53	26.26	448.02	8.47	0.4976	12.35	-2.9889	31.5503
2493 揚博	2014	12	31	3318673	17.44	29.93	44.42	232924	2.677355661	276.99	32.07	835.21	9.66	0.5531	16.23	31.5503	-18.8086
2493 揚博	2015	12	31	2403177	13.07	28.08	-23.49	334157	2.772165219	316.68	27.96	1041.56	10.95	0.7737	13.21	-18.8086	41.1099
2493 揚博	2016	12	30	3106965	14.8	32.41	13.71	302165	2.200734726	351.54	25.67	9327.9	8.47	0.4462	18.66	41.1099	6.9216
2493 揚博	2017	12	29	3026859	11.02	29.7	-24.28	259625	1.892256149	289.65	30.54	49362.17	6.62	0.3277	19.85	6.9216	-0.7011
2493 揚博	2018	12	28	2803707	14.66	31.9	38.84	197980	2.143113001	289.02	30.18	142782.33	10.2	0.403	19.68	-0.7011	23.1673
2493 揚博	2019	12	31	3175627	9.57	26.33	-33.37	250474	2.622346278	298.05	30.24	2232.01	9.01	0.3505	24.24	23.1673	31.1978
2493 揚博	2020	12	31	3879414	13.13	26.45	35.12	277589	2.611595936	258.5	35.49	3953.02	7.37	0.8109	31.76	31.1978	
2494 廣業科	2007	12	31	186714	-139.63	0.92	-6.18	-75572		86.56	91.16	-19.4	0	0.1578	4.5	-67.9716	
2494 廣業科	2008	12	31												1.81		
2495 普安	2007	12	31	12811542	35.64	62.27	43.04	727391		1377.96	6.3	103250.07	7.05	0.8035	22.61	9.2249	-42.5164
2495 普安	2008	12	31	6758914	23.17	58.62	-29.01	1174934		1292.41	6.72	22872.28	12.84	0.9458	13.1	-42.5164	161.0307
2495 普安	2009	12	31	16236362	16.39	61.72	-29.87	1049723	9.764150415	1205.75	6.92	48930.88	4.37	0.7409	34.17	161.0307	-24.4539
2495 普安	2010	12	31	11566697	11.83	59.09	-29.43	621906	5.706101997	1116.12	7.42	33855.05	5.39	0.8394	25.82	-24.4539	-36.5389
2495 普安	2011	12	30	6839678	7.26	57.03	-41.81	651416	4.565000913	1069.2	7.65	193451.5	4.15	1.1198	16.38	-36.5389	-31.9313
2495 普安	2012	12	28	4424066	2.8	51.55	-63.45	367879	4.515111663	1346.97	6.22		2.23	1.0607	11.38	-31.9313	43.7507
2495 普安	2013	12	31	6186641	1.17	46.2	-59.67	294800	3.152686685	591.89	12.97		0.68	0.7723	16.36	43.7507	-18.0494
2495 普安	2014	12	31	5043790	4.6	45.56	299.19	-20256	1.715701994	1130.51	7.73		3.36	0.7122	13.41	-18.0494	9.0401
2495 普安	2015	12	31	5180937	7	49.33	55.87	-151787	2.93012514	900.71	10.56	398.21	4.82	0.7766	14.63	9.0401	-8.3334
2495 普安	2016	12	30	4507643	7.03	47.45	1.51	188017	1.394381583	723.64	13.05	129.11	5.55	0.5588	13.41	-8.3334	-5.2636
2495 普安	2017	12	29	4027406	2.78	44.55	-60.75	216821	2.4451244	718.64	13.14	83.27	2.77	0.5018	12.67	-5.2636	-15.3577
2495 普安	2018	12	28	3299823	2.87	41.4	2.07	107902	2.428174898	565.82	16.53	30.98	3.35	0.4818	10.73	-15.3577	20.9439
2495 普安	2019	12	31	3826617	4.83	47.03	69.64	137445	1.158461624	486.62	19.26	32.95	4.33	0.4188	12.97	20.9439	-2.7924
2495 普安	2020	12	31	3515130	-1.6	43.53	-132.29	160003	3.295638532	415.06	22.56	-6.84	2.33	0.6737	12.61	-2.7924	
2496 卓越	2007	12	31	147011	-939.56	-36.17	-89.22	-241190		16.2	92.43	-11.94	0	0.2648	60.01	-9.7965	-14.9319
2496 卓越	2008	12	31	415531	-313.05	-52.1	-79.11	-640650		150.39	33.05	-96.12	0	0.3117	51.05	-14.9319	96.2766
2496 卓越	2009	12	31	876751	-25.29	-2.44	86.46	-33198	467.4773133	222.51	17.65	-81.24	0	0.0968	100.2	96.2766	-74.3202
2496 卓越	2010	12	31	225109	-37.23	-3.76	-18.36	-123993	162.8010307	279.52	45.38	-85.11	0	0.5481	25.74	-74.3202	-29.3743
2496 卓越	2011	12	30	158985	-68.24	-9.58	-11.2	-4207	22.16937151	297.95	53.97	-98.42	0	0.2867	18.18	-29.3743	132.5588
2496 卓越	2012	12	28	361330	19.93	25.91	126.56	6742	44.7266412	310.59	25.91		0	-0.0633	41.32	132.5588	-30.5002
2496 卓越	2013	12	31	271974	-23.5	16.9	-257.01	-46461	44.08662193	239.48	42.58	-960.19	0	0.0117	28.72	-30.5002	0.7198
2496 卓越	2014	12	31	273931	-128.67	-35.88	-250.19	-58746	76.40773717	325.31	80.03	-1969.5	0	0.7076	28.92	0.7198	116.4284
2496 卓越	2015	12	31	704460	-76.03	12.06	69.61	22526	52.58500959	135.77	65.51		0	0.3994	62.6	116.4284	9.0179
2496 卓越	2016	12	30	1615400	8.13	35.44	207.57	-509610	69.00255454	510.65	17.14	43.24	2.44	-0.0375	68.25	9.0179	75.1255
2496 卓越	2017	12	29	2796612	21.65	49.43	434.32	833080	52.92617248	77.64	37.96	157.54	3.86	0.7893	119.52	75.1255	-42.9157
2496 卓越	2018	12	28	1574802	16.12	46.93	-20.35	147823	6.797197952	69.75	40.09	79.12	4.38	0.7514	70.36	-42.9157	-27.783
2496 卓越	2019	12	31	1082458	9.75	44.8	-39.13	201501	5.954939126	56.87	46.82	14.52	2.39	0.1785	50.82	-27.783	1.7384
2496 卓越	2020	12	31	1074360	7.85	47.91	-18.27	54363	4.331662498	63.17	35.78	23.98	7.88	0.6636	51.69	1.7384	
2497 怡利電	2007	12	31	4687210	7.77	37.73	2151.84	-70742		173.1	33.92	16.28	0.21	0.2011	38.08	100.6248	-73.7556
2497 怡利電	2008	12	31	1227516	-21.25	9.71	-360.56	-36599		165.61	32.12	-19.07	0	0.8983	10	-73.7556	109.2046
2497 怡利電	2009	12	31	2589025	-17.26	5.85	33.74	57190	15.72991524	117.66	39.17	-22.68	0	0.6212	20.92	109.2046	-13.2002
2497 怡利電	2010	12	31	2256800	9.43	30.5	152.36	-2088	16.68102015	128.61	43.26	15.68	0	0.6783	18.16	-13.2002	-2.9959
2497 怡利電	2011	12	30	2256350	16.53	31.53	109.5	-379678	17.81633239	205.42	46.12	33.48	0	0.7203	17.62	-2.9959	29.8117
2497 怡利電	2012	12	28	3284765	14.13	28.1	14.54	55307	3.611555528	216.53	32.25	48.1	2.17	1.3155	23.14	29.8117	130.1345
2497 怡利電	2013	12	31	7436755	20.71	29.21	85.84	106198	3.329884883	216.58	33.65	157.72	3.19	0.7856	53.25	130.1345	3.5597
2497 怡利電	2014	12	31	7484274	26.41	31.55	50.21	276904	6.14525291	226.71	33.46	293.26	4.76	1.211	55.13	3.5597	-38.454
2497 怡利電	2015	12	31	4288608	10	25.5	-60.67	375574	8.331488462	176.77	38.52	54.08	4.16	1.0314	33.87	-38.454	-7.3853
2497 怡利電	2016	12	30	3795596	0.59	21.73	-94.59	254894	13.06718919	163.16	39.71	4.74	1.56	0.7083	31.39	-7.3853	-4.4355
2497 怡利電	2017	12	29	3563940	-5.22	17.58	-900.67	169005	7.680631484	141.56	45.85	-12.6	0	0.6202	30	-4.4355	-44.6701
2497 怡利電	2018	12	28	1942347	-14.89	15.72	-153.8	-9397	7.819797525	132.22	49.05	-26.87	0	0.6928	16.35	-44.6701	39.144
2497 怡利電	2019	12	31	2702655	0.04	23.25	100.27	-48994	7.5727736	138.46	49.5	3.02	0	0.2698	22.75	39.144	43.2972
2497 怡利電	2020	12	31	3872815	-5.88	23.23	-13124.01	-20691	7.518104814	134.41	53.14	-4.82	0	0.9997	32.6	43.2972	
2498 宏達電	2007	12	31	343306667	58.48	34.21	14.6	16705664		243.87	38.54	26595.01	5.68	1.0808	280.06	26.5198	-25.2046
2498 宏達電	2008	12	31	247013511	48.86	33.47	-1.26	25039431		189.56	47.56	3040.53	8.15	1.1197	211.97	-25.2046	25.8073
2498 宏達電	2009	12	31	289144678	35.79	31.95	-20.8	19763857	11.3886303	195.24	45.01	11682.88	6.96	1.13	265.48	25.8073	169.8224
2498 宏達電	2010	12	31	735887700	56.29	30.09	74.73	33732905	10.37850182	145.8	60.76	12624.35	4.06	1.1485	717.19	169.8224	-39.6738
2498 宏達電	2011	12	30	423469844	70.34	28.3	57.66	69728891	17.37505396	125.78	59.96	2306.55	7.85	1.4179	433.83	-39.6738	-32.3454
2498 宏達電	2012	12	28	256041626	19.29	25.23	-71.71	45146847	26.3707698	107.81	61.27	11346.81	0.65	1.7448	291.69	-32.3454	-52.5435
2498 宏達電	2013	12	31	118771350	-1.68	20.78	-107.51	-6423521	37.04214672	117.98	54.99	-22.28	0	0.8932	138.51	-52.5435	0.7086
2498 宏達電	2014	12	31	118563184	1.88	21.69	212.03	-5103099	11.22142742	132.46	50.97	117.79	0.27	0.9754	139.49	0.7086	-44.6876
2498 宏達電	2015	12	31	64573314	-21.41	18.04	-1147.38	-6962531	12.54572039	134.07	49.93	-1917.2	0	1.1752	77.13	-44.6876	1.2821
2498 宏達電	2016	12	30	64938632	-18.12	12.07	32.02	-3091874	12.60455077	133.72	49.81	-1996.73	0	1.7001	78.12	1.2821	-6.041
2498 宏達電	2017	12	29	60002381	-39.58	2.16	-60.23	-3187275	11.5578588	117.32	49.35	-508.05	0	0.6395	72.29	-6.041	-51.97
2498 宏達電	2018	12	28	28945040	30.46	2.17	171.07	-8612339	35.88442002	217.14	33.22	8997.6	1.07	1.3813	34.96	-51.97	9.9866
2498 宏達電	2019	12	31	31483168	-23.47	20.25	-178.28	-8464	36.68237224	206.46	33.64	-489.39	0	0.9661	38.45	9.9866	-20.0263
2498 宏達電	2020	12	31	25173303	-18.55	26.95	36.02	-1139954	29.81786769	194.13	33.53	-406.56	0	0.775	30.75	-20.0263	
2499 東貝	2007	12	31	6592677	2.19	15.49	58.62	-320629		142.72	39.06	3.31	0.52	1.1141	21.41	-0.9906	-67.6157
2499 東貝	2008	12	31	2126184	-4.61	10.19	-317.6	-901592		165.46	48.89	-2.61	0	1.0529	6.94	-67.6157	613.809
2499 東貝	2009	12	31	19665374	14.19	24.67	543.96	-2652382	9.519103599	319.29	31.14	30.89	3.21	1.262	49.56	613.809	-12.5079
2499 東貝	2010	12	31	17406532	10.2	23.38	-1.64	181070	9.905353771	263.96	40.17	35.43	2.43	1.1131	43.44	-12.5079	-48.5933
2499 東貝	2011	12	30	8466280	-8.44	13.57	-173.25	3410139	12.07950468	100.26	55.57	-5.96	0	1.3054	22.34	-48.5933	13.6357
2499 東貝	2012	12	28	9085615	1.38	15.03	114.28	-2398235	9.324469601	139.81	61.53	2.25	0.73	1.4194	24.47	13.6357	9.6255
2499 東貝	2013	12	31	9878541	3.47	18.25	172.35	488468	6.359357934	136.77	56.28	3.1	1.3	0.8225	26.82	9.6255	8.9444
2499 東貝	2014	12	31	10325542	5.51	20.56	78.03	-1380405	2.065050443	128.08	60.02	5.2	3.11	1.027	29.23	8.9444	-36.7015
2499 東貝	2015	12	31	6026279	2.79	16.89	-48.61	184363	1.41553288	124.64	61.68	2.56	1.57	1.6443	18.56	-36.7015	-29.8391
2499 東貝	2016	12	30	4874332	-7.01	19.33	-340.33	-2238500	6.585195517	140.43	63.54	-2.09	0	0.9999	13.05	-29.8391	-10.8531
2499 東貝	2017	12	29	4295388	-32.98	13.45	-299.48	-285615	18.48410939	126.58	68.98	-10.8	0	0.94	11.5	-10.8531	-21.2125
2499 東貝	2018	12	28	3791715	1.81	22.18	104.56	558786	18.08580198	121.63	66.96	1.61	0	1.1266	9.1	-21.2125	-20.2197
2499 東貝	2019	12	31	3348109		-17.53	-8813.25	-2020701		42.1	133.57	-51.9	0	0.5624	7.26	-20.2197	
2499 東貝	2020	12	31												4.12		
2501 國建	2007	12	31	25013377	4.27	22.32	-10.45	2942718		203.14	35.53	11.9	3.31	1.3122	8.68	-33.154	-50.549
2501 國建	2008	12	31	12009734	1.87	22.24	-59.2	1813423		197.54	36.29	4.69	0	1.357	4.3	-50.549	82.0689
2501 國建	2009	12	31	21865998	2.91	19.84	55.02	-1628049	1.203550304	275.49	26.42	19.7	3.79	1.3955	7.83	82.0689	45.4278
2501 國建	2010	12	31	30479876	4.94	33.54	78.46	725651	1.561377597	233.71	32.2	48.87	2.72	1.413	11.39	45.4278	-41.8559
2501 國建	2011	12	30	17144930	14.69	48.95	208.22	1999595	6.29751009	205.96	38.11	168.32	9.66	1.341	6.62	-41.8559	45.7332
2501 國建	2012	12	28	23274036	7.18	33.79	-48.38	386952	5.106861398	189.44	48.3	71.56	7.12	1.1297	9.69	45.7332	41.2218
2501 國建	2013	12	31	31142482	6.7	31.82	-1.07	1301808	4.480896488	177.42	51.57	17.12	5.32	1.3934	13.69	41.2218	-4.5053
2501 國建	2014	12	31	28077929	11.41	43.68	80.58	-238221	2.591891201	185.67	54.97	15.81	5.9	0.1754	13.07	-4.5053	-16.0941
2501 國建	2015	12	31	22197301	8.47	35.34	-23.29	2945197	2.379096467	172.74	57.92	14.3	0	0.7291	10.98	-16.0941	19.2565
2501 國建	2016	12	30	21104010	11.44	24.12	29.36	-1539833	1.706135985	275.12	57.46	16.29	8.24	0.5608	13.07	19.2565	-0.7831
2501 國建	2017	12	29	19074778	5.31	21.08	-56.25	2529259	3.065490717	267.76	56.8	5.86	7.29	0.9172	12.78	-0.7831	32.7943
2501 國建	2018	12	28	23133242	17.47	26.01	241.63	11395689	6.08006853	173.24	48.04	34.7	10.53	0.6608	16.65	32.7943	13.9952
2501 國建	2019	12	31	24292803	5.62	27.21	-66.99	2577187	6.932822898	164.76	54.44	12.11	4.77	0.3671	18.91	13.9952	-0.1029
2501 國建	2020	12	31	23075264	6.08	22.61	8.31	909820	6.712751547	157.84	57.31	8.67	5.03	0.9454	18.91	-0.1029	
2504 國產	2007	12	31	17576922	6.39	9.52	7.93	478647		138.82	37.05	7.08	0.69	1.1244	10.41	-14.0509	-31.8612
2504 國產	2008	12	31	11890881	3.47	7.67	-39.67	2873787		104.62	48.39	3.95	0.54	1.2652	7.09	-31.8612	65.9703
2504 國產	2009	12	31	21752710	2.61	10.84	-15.59	-141111	1.981346344	126.92	42.49	3.47	0.68	1.4382	11.86	65.9703	14.2216
2504 國產	2010	12	31	24669782	7.14	13.79	195.87	-813023	2.405874754	152.45	37.38	14.58	1.83	1.3262	13.56	14.2216	-34.3429
2504 國產	2011	12	30	15876664	4.46	12.05	-31.8	-919900	2.277637665	143.76	39.52	12.85	1.91	1.1663	8.91	-34.3429	4.2983
2504 國產	2012	12	28	17016138	1.32	8.9	-69.05	-3536641	2.913028207	124.16	45.72	5.19	1.79	1.1151	9.73	4.2983	12.56
2504 國產	2013	12	31	18839295	4.01	7.64	208.94	-4527086	1.697949744	130.51	51.26	5.19	0	0.6645	10.96	12.56	-10.8876
2504 國產	2014	12	31	16788243	3.65	9.65	-4.12	-7973525	1.46028536	140.35	53.23	4.6	3.62	0.4483	9.77	-10.8876	-15.7339
2504 國產	2015	12	31	13123920	-2.1	0.83	-157.43	1664832	3.428415572	100.76	55.13	-1.33	1.12	0.7655	8.24	-15.7339	-24.9227
2504 國產	2016	12	30	9467640	-39.98	-7.22	-1434.24	5862634	23.70490034	51.48	64.45	-14.25	0	0.6003	6.19	-24.9227	48.9323
2504 國產	2017	12	29	13531450	14.34	6.42	130.48	-12434196	27.85626919	117.99	39.15	22.7	5.12	0.7723	9.12	48.9323	-9.2788
2504 國產	2018	12	28	11578600	2.84	7.55	-79.39	643339	28.6253524	113.68	42.37	4.66	2.99	0.617	8.22	-9.2788	77.4193
2504 國產	2019	12	31	19944000	5.64	6.79	100.61	-2022459	5.996943666	149.72	42.03	10.93	2.07	0.5492	14.59	77.4193	60.8256
2504 國產	2020	12	31	29500000	11.92	16.6	115.08	1192506	4.649817201	201.83	38.58	28.34	6	0.8544	23.53	60.8256	
2505 國揚	2007	12	31	6749650	11.12	27.04	40.12	-570543		180.11	58.21	66.31	1.97	1.2584	15.52	-43.3088	-41.8173
2505 國揚	2008	12	31	3850620	3.11	22.32	-70.65	412817		157.63	64.51	35.39	0	1.2331	9.02	-41.8173	87.9312
2505 國揚	2009	12	31	7236510	-6.95	5.98	-316.3	-1185409	9.054359907	265.2	52.52	-11.51	0	1.5595	16.96	87.9312	52.9062
2505 國揚	2010	12	31	11065000	1.4	18.95	119.8	1501514	5.382846211	194.74	51.94	4.06	0	1.4628	25.93	52.9062	-57.2002
2505 國揚	2011	12	30	4735820	6.35	30.7	371.65	-198757	6.722040861	171.83	58.51	20.98	2.8	1.2431	11.1	-57.2002	59.9889
2505 國揚	2012	12	28	7296760	2.59	37.6	-60.49	410550	2.583802108	151.48	69.18	8.16	1.85	1.1579	17.34	59.9889	32.8152
2505 國揚	2013	12	31	9814604	30.01	22.42	1170.61	2182067	14.86488928	153.03	55.97	68.44	2.05	0.8908	23.04	32.8152	-22.9736
2505 國揚	2014	12	31	7351961	0.79	31.88	-97.02	-110240	16.37531068	151.06	57.11	2.5	0.78	0.2966	17.75	-22.9736	-25.641
2505 國揚	2015	12	31	6198257	4.96	28.01	571.9	5055	15.80453416	152.99	54.37	19.68	3.72	0.833	13.2	-25.641	14.6099
2505 國揚	2016	12	30	6890155	0.09	26.95	-98.16	-741140	2.632989429	162.85	54.12	2.37	0	0.3984	15.12	14.6099	49.1601
2505 國揚	2017	12	29	10234331	1.91	20.52	2158.23	-408420	2.460751918	171.39	52.18	3.7	1.41	0.5891	22.46	49.1601	-28.3995
2505 國揚	2018	12	28	8567959	-0.64	30.75	-136.35	-1052772	1.313252959	173.79	52.4	0.12	4.07	0.8054	16.19	-28.3995	41.8061
2505 國揚	2019	12	31	11667749	0.68	24.17	211.57	269310	1.275264678	164.67	55.75	1.66	0.9	0.3678	22.97	41.8061	58.7488
2505 國揚	2020	12	31	17553866	56.47	38.7	8589.12	4809895	32.59810475	161.97	54.25	74.25	8.12	0.9476	36.48	58.7488	
2506 太設	2007	12	31	2170623	1.74	25.62	527.39	-1385113		84.41	79.67	1.39	0	1.1546	5.23	-55.0002	-40.6434
2506 太設	2008	12	31	1491411	-0.15	21.68	-75.46	-186002		80.82	73.3	1.09	0	0.6039	3.1	-40.6434	138.9168
2506 太設	2009	12	31	3563222	8.06	23.91	854.42	-143414	4.299585251	88.29	73.11	2.24	0	0.6423	7.41	138.9168	5.3608
2506 太設	2010	12	31	3754240	12.3	26.58	68.42	-160136	6.329615575	97.51	69.38	3.77	0	0.6249	7.81	5.3608	-1.9773
2506 太設	2011	12	30	3680000	15.53	32.48	44.48	259865	3.74636268	107.23	60.51	5.43	1.09	0.2205	7.66	-1.9773	-7.3561
2506 太設	2012	12	28	3284100	0.22	44.58	-98.55	-1279275	8.070061958	125.34	61.45	1.46	1.25	0.688	6.92	-7.3561	29.8382
2506 太設	2013	12	31	4223000	10.81	40.52	5030.89	-637991	7.840308242	156.47	55.87	4.48	1.88	0.4554	8.98	29.8382	38.9014
2506 太設	2014	12	31	5418000	5.6	43.31	-44.54	495863	5.295227411	160.99	53.5	4.08	2.86	0.3357	12.47	38.9014	14.8287
2506 太設	2015	12	31	6075900	2.69	54.98	-50.85	1047472	4.113931615	146.5	50.48	2.54	1.27	0.6657	14.32	14.8287	-26.4441
2506 太設	2016	12	30	4392450	2.3	52.06	-13.47	137419	1.803247071	149.62	50.31	2.98	0.88	0.0896	10.53	-26.4441	-2.6673
2506 太設	2017	12	29	4140900	0.9	48.84	-60.9	-255129	0.941293436	165.25	49.05	2.33	1.4	0.3258	10.02	-2.6673	10.4656
2506 太設	2018	12	28	4450500	2.96	46.63	256.79	-120271	1.051918882	179.23	44.69	3.46	1.39	0.3741	10.92	10.4656	-1.2424
2506 太設	2019	12	31	4334400	-0.57	44.01	-120.69	530244	1.773198616	161.04	46.15	0.94	0	0.1601	10.78	-1.2424	-11.0716
2506 太設	2020	12	31	3854520	0.4	30.74	170	-935976	1.82370502	201.35	40.56	1.49	4.02	0.5748	9.59	-11.0716	
2509 全坤建	2007	12	31	4308560	18.94	34.57	79.51	-455261		178.31	54.9	10.59	6.7	0.8176	8.87	5.4614	-58.4504
2509 全坤建	2008	12	31	1630511	12.16	33.32	-22.52	399519		205.12	46	11.61	13.09	1.3194	3.66	-58.4504	136.2761
2509 全坤建	2009	12	31	3788460	12.13	25.56	5.98	139889	3.923123755	189.39	49.21	18.05	7.9	1.2332	8.65	136.2761	33.2637
2509 全坤建	2010	12	31	4705337	11.64	36.47	6.72	-997481	0.291947484	258.29	50.82	60.12	6.45	1.0897	11.51	33.2637	-39.031
2509 全坤建	2011	12	30	2655660	10.88	39.84	0.34	1497331	0.62984125	179.6	47.74	17.15	11.43	1.1383	7.03	-39.031	18.3444
2509 全坤建	2012	12	28	2868113	32.89	45.63	201.6	1247168	12.4938665	248.78	33.56	69.76	5.29	0.758	8.37	18.3444	36.3781
2509 全坤建	2013	12	31	3740687	11.15	42.32	-65.14	-331350	12.63025864	303.36	29.98	12.97	6.09	0.5553	11.43	36.3781	-0.1906
2509 全坤建	2014	12	31	3513059	-5.66	45.79	-149.76	190134	19.32746836	171.05	55.03	-17.27	5.18	0.3445	11.41	-0.1906	2.038
2509 全坤建	2015	12	31	3399245	19.22	29.77	446.24	108058	12.69327512	178.86	53.15	12.03	7.14	0.2316	11.67	2.038	-11.8319
2509 全坤建	2016	12	30	2777062	-1.35	34.74	-107.18	392601	13.29608589	174.49	54.12	0.91	6.56	0.2189	10.3	-11.8319	35.891
2509 全坤建	2017	12	29	3285431	0.84	25.4	156.39	322145	11.2970896	161.02	58.29	2.06	1.85	0.2396	13	35.891	51.6398
2509 全坤建	2018	12	28	4913115	25.78	38.76	3311.47	-29717	15.07114572	187.01	50.64	15.97	2.11	0.5544	19.68	51.6398	-1.5846
2509 全坤建	2019	12	31	4735955	9.71	44.06	-55.28	916911	12.64202911	241.83	44.09	7.37	0.86	0.2868	19.37	-1.5846	-11.4754
2509 全坤建	2020	12	31	4154175	4.82	41.36	-47.48	343260	10.96569347	277.11	38.14	4.31	8.11	0.321	17.16	-11.4754	
2511 太子	2007	12	31	16182174	2.2	16.75	-80.89	-4857502		145.5	73.54	1.77	1.72	0.4011	6.28	-13.0208	-70.5329
2511 太子	2008	12	31	4550073	-4.02	10.99	-278.14	1239605		118.01	75.01	0.32	0	1.2837	1.85	-70.5329	221.051
2511 太子	2009	12	31	14608128	4.25	19.07	208.68	-603245	4.306657637	122.82	71.06	1.98	1.31	1.3161	5.93	221.051	68.6114
2511 太子	2010	12	31	24407562	16.53	30.35	339.59	-4349908	10.34000161	168.96	69.4	7.06	3.67	1.3847	10.01	68.6114	-25.2583
2511 太子	2011	12	30	17591369	15.48	34.09	8.42	2404684	6.807028231	144.87	69.62	5.5	3.09	1.3486	7.47	-25.2583	40.1243
2511 太子	2012	12	28	24725653	40.24	39.87	193.07	9026936	14.00192963	138.47	64.96	15.63	2.42	1.3395	10.75	40.1243	-4.2755
2511 太子	2013	12	31	23059366	9.16	27.26	-75.13	-4344109	16.42643398	181.78	64.8	5.58	2.1	0.8151	10.29	-4.2755	-22.4418
2511 太子	2014	12	31	21111731	11.1	26.81	45.5	-1537946	17.41105779	198.84	56.63	8.26	6.3	0.843	8.02	-22.4418	-19.9171
2511 太子	2015	12	31	15259264	9.03	32.13	-6.14	-934893	1.15941077	265.57	53.79	8.52	11.7	0.7291	6.43	-19.9171	22.7705
2511 太子	2016	12	30	17044923	6.42	32.63	-28.4	3674262	2.34518656	254.34	51.98	8.84	9.52	0.6132	7.9	22.7705	27.0095
2511 太子	2017	12	29	19561078	5.18	29.72	-20.91	5390796	1.965205672	197.44	51.91	8.83	5.39	0.5694	9.89	27.0095	-9.908
2511 太子	2018	12	28	16557925	5.14	28.36	-1.66	-4572051	0.727736216	306.91	52.36	7.27	6.37	0.5162	8.88	-9.908	16.6381
2511 太子	2019	12	31	18262418	3.89	25.1	-24.53	4404360	0.733507555	265.83	55.89	4.24	4.44	0.3981	10.36	16.6381	7.4383
